,processor_company,Ram_1,Ram_type,Processor,Brand,Operating_System,SSD,HDD,Touch_Screen,Price
291,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
292,AMD,16,DDR5,r7,ASUS,win11,512,0,no,98990
293,Intel,16,LPDDR4X,i7,Infinix,win11,512,0,no,46990
294,Intel,8,DDR4,i3,ASUS,win11,256,0,no,35990
295,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
296,Intel,16,DDR5,i7,ASUS,win11,1020,0,no,109990
297,Apple,8,Unified,M2,APPLE,MacOS,512,0,no,139990
298,Intel,8,DDR4,i5,DELL,win11,512,0,yes,74770
299,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
300,AMD,8,DDR4,r3,HP,win11,512,0,no,40799
301,Intel,16,DDR4,i5,ASUS,win10,512,0,no,69490
302,Intel,8,DDR4,i3,ASUS,win11,512,0,no,39990
303,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
304,AMD,16,LPDDR5,r5,ASUS,win11,512,0,yes,99990
305,Apple,16,Unified,M1P,APPLE,MacOS,1020,0,no,241990
306,Intel,8,DDR4,i5,acer,win11,512,0,no,40990
307,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
308,Intel,8,DDR4,i5,HP,win10,512,0,no,60390
309,Intel,8,DDR4,i5,HP,win10,256,1020,no,69990
310,Intel,8,DDR4,i3,ASUS,win11,256,0,no,44990
311,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
312,Intel,8,DDR4,i5,ASUS,win11,256,0,no,44990
313,Intel,8,DDR4,i5,HP,win10,512,0,no,60390
314,Intel,16,DDR4,i5,ASUS,win10,512,0,no,69490
315,AMD,8,DDR4,r3,HP,win11,512,0,no,40799
316,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
317,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
318,AMD,16,DDR4,r5,HP,win11,512,0,no,55990
319,Intel,16,LPDDR4X,i5,Lenovo,win11,512,0,no,74990
320,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
321,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
322,Intel,8,DDR4,i5,HP,win10,256,1020,no,69990
323,Intel,8,DDR4,i3,ASUS,win11,256,0,no,44990
324,Intel,8,DDR4,i5,ASUS,win11,1020,0,no,59990
325,Apple,16,Unified,M1P,APPLE,MacOS,512,0,no,222990
326,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
327,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
328,Intel,8,DDR4,i5,DELL,win11,512,0,yes,74770
329,Intel,16,DDR5,i7,ASUS,win11,1020,0,no,109990
330,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
331,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
332,AMD,8,DDR4,r5,acer,win11,512,0,no,62990
333,Intel,8,DDR4,i5,acer,win11,512,0,no,40990
334,Intel,8,DDR4,i5,MSI,win10,512,0,no,58499
335,Intel,8,DDR4,i5,Lenovo,win10,256,1020,no,65990
336,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
337,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
338,Intel,16,DDR5,i7,DELL,win11,512,0,no,111990
339,Intel,16,DDR4,i5,Lenovo,win11,512,0,no,68490
340,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
341,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
342,Intel,16,LPDDR4X,i7,Infinix,win11,512,0,no,46990
343,Intel,8,DDR4,i5,ASUS,win10,0,1020,no,83990
344,Intel,8,DDR4,i5,acer,win11,512,0,no,54990
345,Intel,4,LPDDR4,Celeron,ASUS,Chrome,0,0,yes,14990
346,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
347,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
348,Apple,8,DDR4,M1,APPLE,MacOS,1020,0,no,149990
349,Intel,8,DDR4,i5,DELL,win10,512,0,no,63090
350,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
351,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
352,Intel,16,DDR5,i7,MSI,win11,1020,0,no,200000
353,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,37390
354,Intel,8,LPDDR4X,i5,ASUS,win11,512,0,yes,63990
355,Intel,8,DDR4,i3,DELL,win10,512,0,no,43090
356,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
357,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,44990
358,Intel,4,DDR4,i3,Lenovo,win10,256,0,no,44700
359,Intel,8,DDR4,i3,HP,win10,256,0,no,41150
360,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
361,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
362,AMD,8,DDR4,r3,ASUS,win11,256,0,no,33990
363,Intel,16,DDR5,i7,MSI,win11,1020,0,no,190890
364,Intel,16,LPDDR5,i9,ASUS,win11,1020,0,yes,174990
365,AMD,16,DDR4,r7,HP,win11,1020,0,no,118990
366,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
367,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
368,Intel,16,DDR4,i5,ASUS,win11,512,0,no,63980
369,AMD,8,DDR4,r5,acer,win11,512,0,no,54300
370,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
371,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
372,AMD,8,DDR4,r3,DELL,win11,256,0,no,36400
373,Intel,4,DDR4,i3,ASUS,win10,256,0,no,28590
374,AMD,16,DDR4,r5,DELL,win11,512,0,no,69999
375,Intel,32,DDR5,i9,ASUS,win11,1020,0,no,301990
376,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
377,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
378,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,37000
379,Intel,16,DDR4,i5,Lenovo,win10,512,0,no,64990
380,AMD,8,DDR4,r7,Lenovo,win11,512,0,no,73490
381,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
382,Intel,8,DDR4,i3,DELL,win11,256,0,no,42690
383,AMD,16,DDR5,r7,ASUS,win11,1020,0,no,140990
384,Intel,4,DDR4,i3,Lenovo,win10,256,0,no,38990
385,Intel,16,LPDDR4X,i7,HP,win11,512,0,no,128990
386,Intel,8,DDR4,i3,acer,win11,512,0,no,54999
387,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
388,Intel,8,DDR4,i5,acer,win10,256,1020,no,60130
389,Intel,8,DDR4,Pentium,acer,win11,256,0,no,29490
390,Intel,8,DDR4,i5,DELL,win11,512,0,yes,72490
391,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
393,Intel,8,DDR4,i5,acer,win10,0,1020,no,47130
394,AMD,8,DDR4,r7,Lenovo,win10,512,0,no,55600
395,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
396,AMD,8,DDR4,r5,DELL,win10,512,0,no,49690
397,Intel,32,DDR5,i7,ASUS,win11,1020,0,no,239990
398,Intel,16,DDR4,i5,MSI,win10,512,0,no,73990
399,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
400,AMD,8,DDR4,r5,HP,win10,512,0,no,52490
401,Intel,8,DDR4,i3,HP,win11,512,0,no,41990
402,Intel,8,DDR4,Pentium,ASUS,win11,256,0,no,29990
403,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
405,Intel,16,DDR4,i7,acer,win10,512,1020,no,96490
406,Intel,16,LPDDR4X,i5,Infinix,win11,512,0,no,37990
407,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
408,Intel,16,LPDDR4X,i5,MSI,win10,512,0,no,74990
409,Intel,8,DDR4,i5,ASUS,win10,512,0,no,51990
410,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
411,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
412,AMD,8,DDR4,r5,ASUS,win10,256,1020,no,71345
413,Intel,16,DDR4,i7,ASUS,win10,1020,0,no,101490
414,Intel,32,DDR5,i7,MSI,win11,1020,0,no,274990
415,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,199990
416,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
417,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
418,Intel,8,DDR4,i3,DELL,win10,256,0,no,41090
419,Intel,8,DDR4,i5,Lenovo,win10,256,0,no,50499
420,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
421,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
422,AMD,8,DDR4,r7,HP,win11,512,0,no,78950
423,AMD,16,LPDDR4X,r5,Lenovo,win11,512,0,yes,67990
424,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,187990
425,Intel,16,DDR4,i7,Lenovo,win10,1020,0,yes,102990
426,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
427,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
428,Intel,4,DDR4,i3,ASUS,DOS,256,0,no,35990
429,AMD,8,DDR4,r5,HP,win10,512,0,no,52575
430,AMD,8,DDR4,r7,Lenovo,win11,512,0,no,73490
431,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
432,AMD,8,DDR4,r5,DELL,win11,512,0,no,50990
433,Intel,16,DDR4,i5,Lenovo,win10,512,0,no,60125
434,Intel,4,DDR4,Celeron,Lenovo,win10,256,0,no,26490
435,AMD,8,DDR4,r7,HP,win11,512,0,no,80249
436,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
437,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
439,AMD,8,DDR4,r7,ASUS,win10,1020,0,no,76990
440,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
441,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
442,Intel,8,DDR4,i3,ASUS,win10,512,0,no,36990
443,Intel,16,DDR4,i7,MSI,win10,512,0,no,107790
444,Intel,16,DDR4,i5,DELL,win11,512,0,yes,75990
445,Intel,16,LPDDR4X,i5,ASUS,win10,512,0,yes,95990
446,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
447,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
448,Intel,8,DDR4,i5,acer,win11,512,0,no,61999
449,Intel,8,DDR4,Celeron,HP,win11,256,0,no,28990
450,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
451,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
452,Intel,8,DDR4,i5,Lenovo,win10,512,0,no,54990
453,Intel,16,DDR4,i7,ASUS,win11,512,0,no,56990
454,Intel,8,DDR4,i5,ASUS,win11,256,0,no,45990
455,Intel,8,DDR4,i3,ASUS,win11,512,0,no,38216
456,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
457,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
458,Intel,8,DDR4,i7,MSI,win11,512,0,no,79990
459,Intel,4,DDR4,i3,DELL,win10,256,1020,no,43990
460,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
461,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
462,AMD,16,DDR4,r7,HP,win11,1020,0,no,108250
463,Intel,4,DDR4,i3,ASUS,win10,0,1020,no,28990
464,Intel,32,DDR5,i9,MSI,win11,2020,0,no,389990
465,Intel,16,DDR4,i5,DELL,win11,512,0,no,67224
466,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
467,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
468,AMD,16,DDR4,r7,acer,win10,256,1020,no,114990
469,Intel,4,DDR4,i5,ASUS,win10,0,1020,no,61249
470,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
471,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
472,Intel,16,DDR4,i5,HP,win11,512,0,no,69990
473,AMD,8,DDR4,r5,Lenovo,DOS,512,0,no,69990
474,Intel,16,DDR4,i5,Lenovo,win11,512,0,no,79990
475,AMD,8,DDR4,r3,Lenovo,win10,256,0,no,37990
476,AMD,8,DDR4,r7,Lenovo,win11,512,0,no,73490
477,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
478,Intel,8,LPDDR4X,i5,Infinix,win11,512,0,no,36990
479,Intel,4,DDR4,Celeron,ASUS,win11,128,0,yes,29980
480,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
481,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
482,Intel,16,LPDDR4X,i5,ASUS,win10,512,0,yes,95990
483,AMD,8,DDR4,r3,DELL,win11,512,0,no,41600
484,Intel,16,DDR4,i5,DELL,win11,512,0,no,67224
485,Intel,8,DDR4,i5,ASUS,win11,512,0,no,61986
486,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
487,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
488,Intel,4,DDR4,i5,ASUS,win10,0,1020,no,61249
489,AMD,8,DDR4,r3,HP,win11,256,0,no,38999
490,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
491,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
492,Intel,4,DDR4,i3,Lenovo,win11,256,0,no,31990
493,AMD,8,DDR4,r3,Lenovo,win10,256,0,no,37990
494,Intel,4,DDR4,Celeron,ASUS,win11,128,0,yes,29980
495,Intel,8,DDR4,i5,ASUS,win11,512,0,no,46990
496,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
497,AMD,8,DDR4,r7,Lenovo,win11,512,0,no,73490
498,Intel,8,LPDDR4X,i5,Infinix,win11,512,0,no,37990
499,Intel,8,LPDDR4X,i5,Infinix,win11,512,0,no,36990
500,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
501,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
502,AMD,8,DDR4,r5,acer,win10,256,1020,no,61490
503,AMD,16,DDR4,r7,HP,win10,1020,0,no,109990
504,AMD,8,DDR4,r5,HP,win11,512,0,no,54990
505,AMD,8,DDR4,r5,Lenovo,win10,512,0,no,50990
506,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
507,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
508,Intel,8,DDR4,i5,MSI,win10,0,1020,no,62190
509,Intel,4,LPDDR4,Celeron,ASUS,Chrome,0,0,yes,24390
510,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
511,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
512,Intel,8,DDR4,i3,Lenovo,win11,0,1020,no,36990
513,AMD,16,DDR4,r7,HP,win10,1020,0,no,159990
514,Intel,4,DDR4,i3,ASUS,win11,256,0,no,34490
515,AMD,16,DDR4,r9,ASUS,win11,512,0,no,99990
516,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
517,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
518,Intel,8,LPDDR4X,i5,ASUS,win11,512,0,no,79990
519,Intel,4,LPDDR4X,Celeron,Infinix,win11,128,0,no,20990
520,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
521,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
522,Intel,8,DDR4,i3,HP,win11,256,1020,no,41490
523,AMD,16,DDR5,r7,DELL,win11,1020,0,no,206581
524,AMD,8,DDR4,r5,ASUS,win11,512,0,no,59990
525,Intel,16,DDR4,i5,acer,win11,512,0,no,62990
526,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
527,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,44990
528,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
529,AMD,8,DDR4,r5,ASUS,win10,256,1020,no,62990
530,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
531,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
532,AMD,8,DDR4,r5,Lenovo,win10,512,0,no,61990
533,AMD,16,DDR5,r7,ASUS,win11,1020,0,no,105990
534,Intel,16,DDR5,i7,acer,win11,1020,0,no,155490
536,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
537,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
538,Intel,4,DDR4,i3,Lenovo,win10,0,1020,no,33499
539,Intel,8,LPDDR4X,i5,Infinix,win11,512,0,no,42990
540,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
541,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
542,Intel,8,DDR4,i5,HP,win11,512,0,no,63990
543,Intel,16,DDR4,i9,acer,win11,1020,0,no,124990
544,Intel,4,DDR4,Celeron,ASUS,win11,0,0,no,21990
545,Intel,4,DDR4,Celeron,Lenovo,win10,256,0,no,30100
546,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
547,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
548,Intel,32,DDR5,i7,HP,win11,1020,0,no,199990
549,Intel,8,DDR4,i5,acer,win11,256,1020,no,61130
550,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,194990
551,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,44990
552,Intel,8,DDR4,i3,Lenovo,win11,256,1020,no,40990
553,Intel,8,DDR4,i5,ASUS,win10,1020,0,no,75990
554,Intel,8,DDR4,i3,HP,win11,512,0,no,46890
555,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,37390
556,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
557,Intel,8,DDR4,i3,Lenovo,win11,512,0,no,39990
558,Intel,16,DDR4,i5,Lenovo,win11,512,0,no,68490
559,Intel,4,DDR4,Celeron,ASUS,win11,0,0,no,19990
560,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
561,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
562,Intel,16,DDR4,i7,ASUS,win11,512,0,no,89990
563,Intel,8,DDR4,i5,DELL,win11,512,0,no,59790
564,Intel,16,DDR4,i9,MSI,win11,1020,0,no,125990
565,AMD,32,DDR5,r7,ASUS,win11,2020,0,no,249990
566,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
567,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
568,AMD,16,DDR5,r7,ASUS,win11,1020,0,no,149990
569,Intel,8,DDR4,Pentium,DELL,win11,256,0,no,36990
570,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
571,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
572,Intel,16,DDR4,i5,ASUS,win10,512,0,no,85990
573,AMD,8,DDR4,r7,HP,win10,512,0,no,60990
574,Intel,8,DDR5,i5,DELL,win11,512,0,no,87900
575,AMD,4,DDR4,Dual,Lenovo,win10,0,1020,no,27490
576,Intel,8,DDR4,Pentium,DELL,win11,256,0,no,36990
577,AMD,32,DDR5,r7,ASUS,win11,2020,0,no,249990
578,AMD,16,DDR5,r7,ASUS,win11,1020,0,no,149990
579,Intel,8,DDR4,i5,RedmiBook,win11,512,0,no,39990
580,AMD,8,DDR4,r3,HP,win11,0,1020,no,28999
581,Intel,8,DDR5,i5,DELL,win11,512,0,no,87900
582,Intel,16,DDR4,i7,acer,win10,512,1020,no,117990
583,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,38705
584,Intel,16,DDR4,i5,ASUS,win10,512,0,no,85990
585,Intel,8,DDR4,i5,DELL,win11,256,1020,no,61497
586,AMD,8,DDR4,r5,HP,win11,512,0,no,70400
587,AMD,16,DDR5,r9,ASUS,win11,1020,0,no,196990
588,Intel,16,DDR4,i5,Lenovo,win10,512,0,no,69000
589,AMD,8,DDR4,r5,Lenovo,win11,512,0,no,64490
590,AMD,16,DDR5,r7,ASUS,win11,1020,0,no,149990
591,AMD,16,DDR4,r7,ASUS,win11,1020,0,no,85990
592,AMD,8,DDR5,r5,HP,win11,512,0,no,96579
593,Intel,16,DDR4,i7,DELL,win11,512,0,no,101990
594,Intel,16,DDR4,i7,ASUS,win11,512,0,no,89990
595,AMD,8,DDR4,r3,Lenovo,win11,512,0,no,35590
596,AMD,8,DDR5,r7,HP,win11,512,0,no,94990
597,Intel,32,DDR5,i7,MSI,win11,2020,0,no,314990
598,Intel,8,DDR4,i3,DELL,win11,256,1020,no,46900
599,AMD,16,DDR4,r9,ASUS,win11,1020,0,no,150990
600,Intel,8,DDR4,i3,Lenovo,win11,256,0,no,36990
